URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://terminology.hl7.org/ValueSet/v3-Country,2.0.0,active,"2.16.840.1.113883.1.11.171",Country,Country,"Countries of the world. ISO 3166, part 1, alpha-3 set.","StructureDefinition/ZoonosisSurveillance","hl7.terminology.r4"
https://dhis2.org/fhir/ValueSet/animal-class-vs,0.1.0,draft,,AnimalClassVS,Animal Class Value Set,"Value set for classifying types of animals.","StructureDefinition/AnimalSurveillance,Questionnaire/AnimalSurveillanceQuestionnaire","Internal"
https://dhis2.org/fhir/ValueSet/animal-species-vs,0.1.0,draft,,AnimalSpeciesVS,Animal Species Value Set,"Value set for various animal species.","StructureDefinition/AnimalSurveillance,Questionnaire/AnimalSurveillanceQuestionnaire,StructureDefinition/Laboratory","Internal"
https://dhis2.org/fhir/ValueSet/animal-type-vs,0.1.0,draft,,AnimalTypeVS,Animal Type Value Set,"Value set for types of animals.","StructureDefinition/AnimalSurveillance,Questionnaire/AnimalSurveillanceQuestionnaire","Internal"
https://dhis2.org/fhir/ValueSet/clade-vs,0.1.0,draft,,CladeVS,Clade Value Set,"Value set for clade.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/clinical-signs-vs,0.1.0,draft,,ClinicalSignsVS,Clinical Signs Value Set,"Value set for clinical signs.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/control-measures-vs,0.1.0,draft,,ControlMeasuresVS,Control Measures Value Set,"Value set for control measures.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/diagnosis-basis-vs,0.1.0,draft,,DiagnosisBasisVS,Diagnosis Basis Value Set,"value set for diagnosis basis.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/diagnostic-source-vs,0.1.0,draft,,DiagnosticSourceVS,Diagnostic Source Value Set,"Value set for diagnostic source.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/disease-status-vs,0.1.0,draft,,DiseaseStatusVS,Disease Status Value Set,"Value set for diagnostic status.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/disease-subtype-vs,0.1.0,draft,,DiseaseSubtypeVS,Disease Subtype Value Set,"Value set for disease subtypes.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/diseases-vs,0.1.0,draft,,DiseasesVS,Diseases Value Set,"Value set for diseases.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/districts-vs,0.1.0,draft,,DistrictsVS,Districts Value Set,"Value set for districts.","StructureDefinition/ZoonosisSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/infection-source-vs,0.1.0,draft,,InfectionSourceVS,Infection Source Value Set,"Value set for infection source.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/lab-diseases-vs,0.1.0,draft,,LabDiseasesVS,Lab Diseases Value Set,"Value set for lab diseases.","StructureDefinition/Laboratory","Internal"
https://dhis2.org/fhir/ValueSet/laboratory-vs,0.1.0,draft,,LaboratoryVS,Laboratory Value Set,"Value set of laboratories.","StructureDefinition/Laboratory","Internal"
https://dhis2.org/fhir/ValueSet/locality-quality-vs,0.1.0,draft,,LocalityQualityVS,Locality Quality Value Set,"Value set for the quality of locality data.","StructureDefinition/ZoonosisSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/locality-source-vs,0.1.0,draft,,LocalitySourceVS,Locality Source Value Set,"Value set for sources of locality information.","StructureDefinition/ZoonosisSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/necropsy-lesions-vs,0.1.0,draft,,NecropsyLesionsVS,Necropsy Lesions Value Set,"Value set for necropsy lesions.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/production-system-one-vs,0.1.0,draft,,ProductionSystemOneVS,Production System One Value Set,"Value set for production system one.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/production-system-two-vs,0.1.0,draft,,ProductionSystemTwoVS,Production System Two Value Set,"Value set for production system two.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/regions-vs,0.1.0,draft,,RegionsVS,Regions Value Set,"Value set for regions.","StructureDefinition/ZoonosisSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/sample-type-vs,0.1.0,draft,,SampleTypeVS,Sample Type Value Set,"Value set for sample types.","StructureDefinition/Laboratory","Internal"
https://dhis2.org/fhir/ValueSet/surveillance-type-vs,0.1.0,draft,,SurveillanceTypeVS,Surveillance Type Value Set,"Value set for surveillance types.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/test-result-vs,0.1.0,draft,,TestResultVS,Test Result Value Set,"Value set for test results.","StructureDefinition/Laboratory","Internal"
https://dhis2.org/fhir/ValueSet/test-type-vs,0.1.0,draft,,TestTypeVS,Test Type Value Set,"Value set for test types.","StructureDefinition/Laboratory","Internal"
https://dhis2.org/fhir/ValueSet/treatments-vs,0.1.0,draft,,TreatmentsVS,Treatments Value Set,"Value set for treatments.","StructureDefinition/AnimalSurveillance","Internal"
https://dhis2.org/fhir/ValueSet/yes-no-unknown-vs,0.1.0,draft,,YesNoUnknownVS,Yes/No/Unknown Value Set,"Value set for yes, no, and unknown responses.","StructureDefinition/AnimalSurveillance","Internal"
